Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2023-05-09,1300.0,1430.0,1300.0,1422.300048828125,1422.300048828125,33193796,0,0
2023-05-10,1417.0,1424.3499755859375,1340.0,1382.8499755859375,1382.8499755859375,5651542,0,0
2023-05-11,1370.0,1386.0,1306.6500244140625,1380.4000244140625,1380.4000244140625,5111576,0,0
2023-05-12,1364.0,1438.800048828125,1357.050048828125,1394.449951171875,1394.449951171875,1946969,0,0
2023-05-15,1397.9000244140625,1409.800048828125,1378.0,1384.9000244140625,1384.9000244140625,565868,0,0
2023-05-16,1389.0,1393.449951171875,1351.949951171875,1359.0,1359.0,728775,0,0
2023-05-17,1359.0,1369.699951171875,1343.4000244140625,1354.4000244140625,1354.4000244140625,525476,0,0
2023-05-18,1360.550048828125,1369.949951171875,1354.0,1355.800048828125,1355.800048828125,255442,0,0
2023-05-19,1360.0,1361.0,1325.75,1330.800048828125,1330.800048828125,373144,0,0
2023-05-22,1330.0,1349.0,1242.0,1330.449951171875,1330.449951171875,914898,0,0
2023-05-23,1339.949951171875,1348.949951171875,1322.6500244140625,1331.25,1331.25,221060,0,0
2023-05-24,1325.0,1339.3499755859375,1314.0,1322.6500244140625,1322.6500244140625,177959,0,0
2023-05-25,1329.0,1343.8499755859375,1319.800048828125,1327.699951171875,1327.699951171875,132683,0,0
2023-05-26,1327.6500244140625,1334.949951171875,1320.5,1323.5999755859375,1323.5999755859375,83415,0,0
2023-05-29,1328.0,1375.0,1320.0,1367.5999755859375,1367.5999755859375,495981,0,0
2023-05-30,1381.300048828125,1385.0,1345.0,1355.949951171875,1355.949951171875,258524,0,0
2023-05-31,1379.949951171875,1398.5999755859375,1326.0,1360.0,1360.0,879563,0,0
2023-06-01,1368.0,1401.0,1365.300048828125,1395.4000244140625,1395.4000244140625,574856,0,0
2023-06-02,1406.0,1509.050048828125,1399.050048828125,1466.25,1466.25,1540408,0,0
2023-06-05,1443.949951171875,1469.9000244140625,1413.050048828125,1423.9000244140625,1423.9000244140625,612827,0,0
2023-06-06,1430.800048828125,1496.0,1430.0,1488.5,1488.5,687238,0,0
2023-06-07,1489.949951171875,1518.9000244140625,1473.0,1486.1500244140625,1486.1500244140625,542372,0,0
2023-06-08,1490.949951171875,1491.3499755859375,1450.699951171875,1457.050048828125,1457.050048828125,174292,0,0
2023-06-09,1471.949951171875,1496.0,1456.050048828125,1485.300048828125,1485.300048828125,182349,0,0
2023-06-12,1478.25,1488.699951171875,1469.0,1474.699951171875,1474.699951171875,99106,0,0
2023-06-13,1535.0,1544.5,1502.1500244140625,1521.199951171875,1521.199951171875,580211,0,0
2023-06-14,1527.050048828125,1662.0,1524.0999755859375,1620.75,1620.75,1505759,0,0
2023-06-15,1594.1500244140625,1652.9000244140625,1585.0,1622.6500244140625,1622.6500244140625,1105604,0,0
2023-06-16,1630.0,1680.0,1608.800048828125,1623.6500244140625,1623.6500244140625,839183,0,0
2023-06-19,1631.800048828125,1724.0,1627.550048828125,1700.550048828125,1700.550048828125,658756,0,0
2023-06-20,1719.0,1755.0,1712.300048828125,1746.9000244140625,1746.9000244140625,572514,0,0
2023-06-21,1768.0,1768.0,1680.050048828125,1696.0999755859375,1696.0999755859375,911759,0,0
2023-06-22,1724.0,1746.0,1645.050048828125,1681.4000244140625,1681.4000244140625,1225846,0,0
2023-06-23,1684.699951171875,1758.0,1680.050048828125,1694.0,1694.0,845406,0,0
2023-06-26,1701.0,1720.0,1693.050048828125,1702.8499755859375,1702.8499755859375,238572,0,0
2023-06-27,1705.5,1709.9000244140625,1675.0,1677.699951171875,1677.699951171875,248597,0,0
2023-06-28,1677.699951171875,1677.699951171875,1677.699951171875,1677.699951171875,1677.699951171875,0,0,0
2023-06-30,1719.449951171875,1719.449951171875,1701.0,1706.800048828125,1706.800048828125,162099,0,0
2023-07-03,1707.949951171875,1716.949951171875,1692.199951171875,1697.449951171875,1697.449951171875,171333,0,0
2023-07-04,1709.4000244140625,1709.4000244140625,1661.050048828125,1677.0999755859375,1677.0999755859375,463605,0,0
2023-07-05,1685.0,1727.0,1678.0,1697.8499755859375,1697.8499755859375,229369,0,0
2023-07-06,1699.0,1717.0,1699.0,1707.9000244140625,1707.9000244140625,206546,0,0
2023-07-07,1708.5,1749.949951171875,1701.1500244140625,1733.800048828125,1733.800048828125,360481,0,0
2023-07-10,1744.0,1745.949951171875,1717.800048828125,1727.5,1727.5,192521,0,0
2023-07-11,1728.199951171875,1743.0,1724.0,1731.4000244140625,1731.4000244140625,128332,0,0
2023-07-12,1737.6500244140625,1897.9000244140625,1730.5999755859375,1878.449951171875,1878.449951171875,972037,0,0
2023-07-13,1889.6500244140625,1895.4000244140625,1785.0,1820.300048828125,1820.300048828125,482228,0,0
2023-07-14,1829.949951171875,1854.0,1810.1500244140625,1819.9000244140625,1819.9000244140625,276149,0,0
2023-07-17,1819.699951171875,1876.0,1815.9000244140625,1842.25,1842.25,203252,0,0
2023-07-18,1857.0,1920.949951171875,1825.6500244140625,1843.9000244140625,1843.9000244140625,375476,0,0
2023-07-19,1850.0,1906.0,1850.0,1878.300048828125,1878.300048828125,256530,0,0
2023-07-20,1884.9000244140625,1944.0,1880.0,1888.5999755859375,1888.5999755859375,700772,0,0
2023-07-21,1903.550048828125,1925.0,1886.550048828125,1899.449951171875,1899.449951171875,242413,0,0
2023-07-24,1925.0,1949.0,1898.5,1901.800048828125,1901.800048828125,219482,0,0
2023-07-25,1912.0,1937.4000244140625,1908.0,1918.550048828125,1918.550048828125,531253,0,0
2023-07-26,1933.0,1935.0,1820.0,1828.0999755859375,1828.0999755859375,387554,0,0
2023-07-27,1837.199951171875,1886.0,1800.0,1851.300048828125,1851.300048828125,421438,0,0
