Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2019-01-14,294.5,294.79998779296875,290.0,294.29998779296875,243.91165161132812,6400147,0.0,0
2019-01-15,295.25,297.3999938964844,294.0,296.54998779296875,245.7764129638672,7213165,0.0,0
2019-01-16,296.0,296.54998779296875,291.70001220703125,294.04998779296875,243.70445251464844,7784035,0.0,0
2019-01-17,294.1000061035156,295.6000061035156,290.1499938964844,293.95001220703125,243.62158203125,10601100,0.0,0
2019-01-18,293.25,295.1000061035156,290.6499938964844,291.45001220703125,241.5496368408203,10994807,0.0,0
2019-01-21,292.8500061035156,293.20001220703125,288.70001220703125,289.8999938964844,240.2649688720703,8203333,0.0,0
2019-01-22,289.8500061035156,291.0,285.1499938964844,289.75,240.14071655273438,10329563,0.0,0
2019-01-23,291.5,294.3999938964844,275.0,277.29998779296875,229.8223114013672,40188183,0.0,0
2019-01-24,279.29998779296875,283.3500061035156,277.8500061035156,278.8999938964844,231.14834594726562,28026449,0.0,0
2019-01-25,280.0,282.70001220703125,278.5,279.20001220703125,231.39703369140625,8897906,0.0,0
2019-01-28,278.8999938964844,279.45001220703125,274.20001220703125,274.75,227.7089080810547,8992136,0.0,0
2019-01-29,275.29998779296875,279.0,274.75,278.45001220703125,230.7754364013672,6998389,0.0,0
2019-01-30,280.1000061035156,280.20001220703125,274.20001220703125,275.5,228.3304901123047,10449713,0.0,0
2019-01-31,276.5,279.6000061035156,273.6000061035156,278.6499938964844,230.94113159179688,15346406,0.0,0
2019-02-01,280.6499938964844,285.20001220703125,279.1000061035156,280.8500061035156,232.76449584960938,18353829,0.0,0
2019-02-04,281.8999938964844,281.8999938964844,276.04998779296875,277.1000061035156,229.6565399169922,6056619,0.0,0
2019-02-05,277.3500061035156,277.79998779296875,272.5,274.1499938964844,227.21160888671875,9827060,0.0,0
2019-02-06,275.0,278.3999938964844,274.54998779296875,277.70001220703125,230.15383911132812,8097580,0.0,0
2019-02-07,277.8999938964844,281.0,277.0,280.29998779296875,232.30865478515625,5947966,0.0,0
2019-02-08,279.5,281.20001220703125,274.6000061035156,275.5,228.3304901123047,4405887,0.0,0
2019-02-11,275.79998779296875,278.20001220703125,268.45001220703125,277.1000061035156,229.6565399169922,9952322,0.0,0
2019-02-12,277.04998779296875,280.5,274.6000061035156,275.29998779296875,228.1647186279297,7341352,0.0,0
2019-02-14,277.0,280.20001220703125,277.0,277.8999938964844,230.31956481933594,9993785,0.0,0
2019-02-15,279.0,280.95001220703125,275.3999938964844,280.1000061035156,232.14292907714844,37552143,0.0,0
2019-02-18,278.79998779296875,282.45001220703125,273.8999938964844,274.70001220703125,227.66746520996094,40666405,0.0,0
2019-02-19,274.0,279.20001220703125,274.0,275.8999938964844,228.66200256347656,34451117,0.0,0
2019-02-20,277.25,277.5,274.25,275.8500061035156,228.62057495117188,5977880,0.0,0
2019-02-21,275.8999938964844,276.75,274.20001220703125,275.04998779296875,227.9575653076172,6995026,0.0,0
2019-02-22,275.6000061035156,275.95001220703125,273.1000061035156,274.29998779296875,227.33595275878906,8763445,0.0,0
2019-02-25,274.5,277.1499938964844,273.0,276.70001220703125,229.32505798339844,30047503,0.0,0
2019-02-26,274.95001220703125,277.0,274.04998779296875,275.5,228.3304901123047,11779606,0.0,0
2019-02-27,276.0,278.8999938964844,273.8999938964844,275.1000061035156,227.9989776611328,13128412,0.0,0
2019-02-28,277.29998779296875,277.29998779296875,274.25,276.04998779296875,228.7863006591797,43208896,0.0,0
2019-03-01,276.45001220703125,279.0,276.25,278.20001220703125,230.56825256347656,8830848,0.0,0
2019-03-05,280.0,284.0,276.04998779296875,282.54998779296875,234.1734161376953,13580306,0.0,0
2019-03-06,285.0,289.20001220703125,284.75,285.75,236.82554626464844,20045621,0.0,0
2019-03-07,286.70001220703125,291.0,285.8500061035156,290.1000061035156,240.43077087402344,14287507,0.0,0
2019-03-08,290.29998779296875,293.0,288.3999938964844,292.0,242.00547790527344,12681454,0.0,0
2019-03-11,293.0,294.8999938964844,291.1000061035156,292.95001220703125,242.79281616210938,14720968,0.0,0
2019-03-12,294.0,295.6499938964844,293.1499938964844,294.5,244.0774383544922,14142103,0.0,0
2019-03-13,295.0,297.0,294.1499938964844,294.8999938964844,244.40892028808594,11070294,0.0,0
2019-03-14,295.3999938964844,296.0,290.45001220703125,295.5,244.90623474121094,10113962,0.0,0
2019-03-15,295.95001220703125,296.54998779296875,289.3500061035156,290.79998779296875,241.0109100341797,21395473,0.0,0
2019-03-18,292.0,294.20001220703125,291.29998779296875,293.54998779296875,243.29005432128906,9166882,0.0,0
2019-03-19,294.6000061035156,300.0,293.3500061035156,299.45001220703125,248.17991638183594,15756420,0.0,0
2019-03-20,300.0,301.95001220703125,296.6000061035156,298.8999938964844,247.7240753173828,15619922,0.0,0
2019-03-22,300.0,300.0,296.54998779296875,298.20001220703125,247.14395141601562,8067384,0.0,0
2019-03-25,297.0,297.0,293.20001220703125,295.04998779296875,244.53321838378906,8015871,0.0,0
2019-03-26,295.0,296.3500061035156,291.04998779296875,293.3999938964844,243.16575622558594,10763629,0.0,0
2019-03-27,294.0,296.70001220703125,291.6000061035156,293.1000061035156,242.91712951660156,8432517,0.0,0
2019-03-28,294.1000061035156,302.0,293.0,300.0,248.63577270507812,17752380,0.0,0
2019-04-01,297.0,299.20001220703125,296.54998779296875,297.25,246.35658264160156,6203276,0.0,0
2019-04-02,297.3999938964844,300.0,294.6499938964844,297.8999938964844,246.89529418945312,9849417,0.0,0
2019-04-03,298.0,299.0,295.1499938964844,296.1499938964844,245.44491577148438,9064767,0.0,0
2019-04-04,296.0,297.29998779296875,293.75,294.79998779296875,244.32608032226562,6965053,0.0,0
2019-04-05,295.04998779296875,296.3999938964844,292.6499938964844,294.54998779296875,244.11886596679688,7806991,0.0,0
2019-04-08,294.6499938964844,295.0,291.70001220703125,292.75,242.62709045410156,5288853,0.0,0
2019-04-09,292.5,296.70001220703125,292.25,296.29998779296875,245.56922912597656,6175672,0.0,0
2019-04-10,296.04998779296875,296.54998779296875,293.5,294.70001220703125,244.24319458007812,5334642,0.0,0
2019-04-11,294.54998779296875,297.45001220703125,293.0,296.3999938964844,245.65211486816406,10764968,0.0,0
2019-04-12,296.6499938964844,307.3999938964844,295.6000061035156,305.75,253.4012908935547,21818291,0.0,0
2019-04-15,307.8999938964844,310.0,304.3500061035156,305.5,253.1940460205078,12612414,0.0,0
2019-04-16,306.79998779296875,309.95001220703125,306.1499938964844,307.20001220703125,254.60299682617188,9746168,0.0,0
2019-04-18,308.25,308.25,303.54998779296875,304.3999938964844,252.28236389160156,8838122,0.0,0
2019-04-22,303.8500061035156,305.5,301.04998779296875,301.79998779296875,250.12754821777344,6672456,0.0,0
2019-04-23,302.1499938964844,304.79998779296875,301.54998779296875,303.3999938964844,251.45361328125,7496038,0.0,0
2019-04-24,303.3999938964844,307.20001220703125,298.5,306.45001220703125,253.9814453125,11447878,0.0,0
2019-04-25,307.25,309.79998779296875,302.0,304.1499938964844,252.07522583007812,23240675,0.0,0
2019-04-26,304.6000061035156,306.3999938964844,302.54998779296875,304.54998779296875,252.40673828125,4654775,0.0,0
2019-04-30,304.54998779296875,307.54998779296875,299.5,301.3500061035156,249.75462341308594,11163210,0.0,0
2019-05-02,301.1000061035156,306.5,300.6000061035156,305.0,252.77964782714844,7493271,0.0,0
2019-05-03,304.25,307.45001220703125,303.29998779296875,304.25,252.1580810546875,5885895,0.0,0
2019-05-06,304.0,307.5,300.75,307.0,254.4372100830078,6737627,0.0,0
2019-05-07,308.25,309.5,300.8500061035156,301.8999938964844,250.21044921875,8655871,0.0,0
2019-05-08,300.0,303.3999938964844,298.6499938964844,300.6499938964844,249.17446899414062,7876031,0.0,0
2019-05-09,299.3999938964844,301.29998779296875,296.3500061035156,299.8500061035156,248.5114288330078,10223616,0.0,0
2019-05-10,300.0,300.45001220703125,296.8999938964844,297.75,246.7709503173828,6904657,0.0,0
2019-05-13,295.1000061035156,303.5,287.70001220703125,289.29998779296875,239.76771545410156,35880558,0.0,0
2019-05-14,291.0,298.25,288.8500061035156,294.3500061035156,243.95310974121094,21145245,0.0,0
2019-05-15,297.54998779296875,299.29998779296875,292.0,297.04998779296875,246.19085693359375,17894032,0.0,0
2019-05-16,297.0,297.0,293.25,294.75,244.28460693359375,7354375,0.0,0
2019-05-17,295.1000061035156,302.3500061035156,295.1000061035156,301.3999938964844,249.79608154296875,11194900,0.0,0
2019-05-20,306.8500061035156,307.54998779296875,302.1000061035156,307.0,254.4372100830078,11013451,0.0,0
